2022/04/14 21:46:45;up;192.168.111.36;;moes;08:00:27:4D:70:93;Cadmus Computer Systems
2022/04/14 21:46:46;up;192.168.111.33;;CANON;A4:6B:B6:3E:7F:88;
2022/04/14 21:46:47;up;192.168.111.34;;localhost;E4:7D:BD:BE:54:20;Samsung
2022/04/14 21:46:48;up;192.168.111.1;;;E0:63:DA:26:17:1B;
